age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
38,technician,married,tertiary,no,536,no,no,cellular,20,360,4,-1,0,unknown,no
35,management,married,tertiary,no,62,no,no,cellular,8,469,2,185,2,failure,yes
46,admin.,married,secondary,no,526,no,yes,cellular,31,251,3,-1,0,unknown,no
55,management,married,tertiary,no,685,yes,no,unknown,5,174,3,-1,0,unknown,no
31,admin.,married,secondary,no,782,yes,no,cellular,20,427,1,-1,0,unknown,no
42,unemployed,divorced,secondary,no,325,yes,no,unknown,28,97,4,-1,0,unknown,no
48,services,single,secondary,yes,-470,yes,no,cellular,23,544,11,-1,0,unknown,no
27,blue-collar,single,secondary,no,535,yes,no,unknown,2,360,2,-1,0,unknown,no
44,blue-collar,married,primary,no,-337,yes,no,cellular,20,326,3,-1,0,unknown,no
31,services,single,secondary,no,122,yes,no,cellular,4,157,4,268,2,failure,no
50,unemployed,married,secondary,no,1772,no,no,cellular,29,206,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,-35,yes,yes,unknown,20,145,24,-1,0,unknown,no
33,services,married,secondary,no,210,yes,no,cellular,13,1207,2,-1,0,unknown,yes
53,admin.,single,primary,no,0,yes,no,cellular,7,176,1,322,5,other,no
28,blue-collar,single,primary,no,150,no,yes,cellular,9,112,2,-1,0,unknown,no
39,management,married,tertiary,no,53,yes,no,cellular,29,679,1,-1,0,unknown,no
45,blue-collar,divorced,primary,no,8,no,yes,unknown,4,407,1,-1,0,unknown,no
36,management,married,tertiary,no,6404,yes,yes,telephone,9,304,1,-1,0,unknown,no
19,student,single,secondary,no,96,no,no,cellular,23,106,3,-1,0,unknown,no
28,blue-collar,single,secondary,no,402,yes,no,cellular,18,632,1,-1,0,unknown,no
28,unemployed,single,tertiary,no,7,no,no,cellular,8,20,1,-1,0,unknown,no
45,management,married,tertiary,no,7620,yes,no,cellular,5,85,8,-1,0,unknown,no
35,blue-collar,single,unknown,no,484,no,no,cellular,12,143,2,186,1,failure,no
31,blue-collar,divorced,secondary,no,1125,no,yes,unknown,15,548,1,-1,0,unknown,no
37,services,married,secondary,no,0,yes,no,unknown,3,126,1,-1,0,unknown,no
28,blue-collar,single,secondary,yes,-2,yes,yes,cellular,13,172,2,364,5,failure,no
30,technician,single,secondary,no,237,no,no,cellular,9,112,2,-1,0,unknown,no
34,admin.,married,secondary,no,233,yes,yes,cellular,8,303,1,-1,0,unknown,no
34,blue-collar,married,primary,no,157,yes,no,unknown,23,20,17,-1,0,unknown,no
41,technician,married,secondary,no,288,yes,no,unknown,15,221,4,-1,0,unknown,no
42,blue-collar,married,primary,no,608,yes,no,cellular,8,67,2,-1,0,unknown,no
60,management,married,tertiary,no,3895,no,yes,unknown,20,28,8,-1,0,unknown,no
24,technician,single,tertiary,no,596,yes,no,unknown,13,451,1,-1,0,unknown,no
27,blue-collar,single,primary,no,1209,no,no,cellular,29,283,1,-1,0,unknown,no
34,management,divorced,tertiary,no,4231,yes,no,cellular,11,382,2,-1,0,unknown,no
33,technician,single,secondary,no,374,yes,yes,unknown,2,185,1,-1,0,unknown,no
44,blue-collar,married,primary,no,0,yes,no,unknown,15,226,6,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,84,no,yes,cellular,15,306,14,-1,0,unknown,no
43,admin.,married,secondary,no,352,no,yes,cellular,31,165,4,-1,0,unknown,no
36,blue-collar,married,primary,no,156,yes,no,cellular,21,219,2,-1,0,unknown,no
65,retired,married,secondary,no,1176,no,no,cellular,25,64,1,50,2,failure,no
45,technician,married,tertiary,no,548,no,no,cellular,11,108,4,-1,0,unknown,no
33,services,married,secondary,no,255,yes,yes,cellular,5,237,4,165,4,failure,no
36,admin.,married,secondary,no,421,yes,no,cellular,20,246,2,334,3,other,no
52,blue-collar,married,secondary,no,409,no,no,cellular,8,137,2,-1,0,unknown,no
47,self-employed,married,secondary,no,4420,yes,yes,cellular,20,454,1,-1,0,unknown,yes
29,blue-collar,married,primary,no,0,yes,no,unknown,13,53,1,-1,0,unknown,no
31,self-employed,single,tertiary,no,578,yes,no,cellular,17,664,1,319,4,failure,no
44,admin.,single,secondary,no,2524,no,no,unknown,19,82,1,-1,0,unknown,no
32,technician,single,secondary,no,-569,yes,no,cellular,6,107,1,-1,0,unknown,no
43,blue-collar,married,primary,no,255,yes,no,cellular,17,180,1,-1,0,unknown,no
57,services,married,secondary,no,1113,no,no,cellular,26,264,20,-1,0,unknown,no
26,blue-collar,married,secondary,no,245,yes,no,unknown,26,16,11,-1,0,unknown,no
33,management,divorced,tertiary,no,-1027,yes,no,unknown,30,205,6,-1,0,unknown,no
32,admin.,married,secondary,no,752,yes,no,cellular,6,519,2,166,5,failure,yes
36,management,single,tertiary,no,5340,yes,no,cellular,7,113,4,-1,0,unknown,no
49,entrepreneur,divorced,secondary,no,32,no,no,cellular,5,128,1,-1,0,unknown,no
40,blue-collar,divorced,primary,no,4168,yes,no,cellular,29,91,1,223,3,failure,no
46,blue-collar,married,primary,no,1483,yes,no,unknown,14,174,3,-1,0,unknown,no
35,services,married,secondary,no,44,yes,no,telephone,17,377,2,-1,0,unknown,no
25,admin.,single,secondary,no,105,no,yes,cellular,21,392,1,-1,0,unknown,no
37,technician,married,tertiary,no,512,no,no,cellular,9,61,4,-1,0,unknown,no
55,unemployed,divorced,secondary,no,283,yes,yes,unknown,14,220,2,-1,0,unknown,no
42,management,divorced,secondary,no,640,no,no,cellular,30,545,1,-1,0,unknown,no
53,entrepreneur,married,unknown,no,19,yes,no,unknown,5,252,1,-1,0,unknown,no
23,services,married,secondary,no,-19,yes,no,unknown,20,13,10,-1,0,unknown,no
28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,369,2,-1,0,unknown,yes
52,admin.,divorced,secondary,no,98,no,yes,unknown,19,148,1,-1,0,unknown,no
34,technician,married,tertiary,no,544,yes,yes,cellular,18,58,2,-1,0,unknown,no
51,housemaid,married,primary,no,289,no,no,unknown,14,97,5,-1,0,unknown,no
31,management,single,tertiary,no,391,yes,no,cellular,12,454,3,-1,0,unknown,no
29,blue-collar,single,secondary,no,-20,yes,no,unknown,29,814,2,-1,0,unknown,yes
41,blue-collar,married,primary,no,-52,yes,yes,cellular,20,642,2,-1,0,unknown,no
41,management,married,tertiary,no,2127,no,no,cellular,8,120,7,-1,0,unknown,no
35,management,single,tertiary,no,1750,yes,no,cellular,22,422,1,175,4,success,no
36,unemployed,single,primary,no,2562,no,no,unknown,20,489,2,-1,0,unknown,no
43,management,married,tertiary,no,696,no,no,cellular,14,110,8,-1,0,unknown,no
39,technician,married,secondary,no,626,yes,no,cellular,11,126,2,-1,0,unknown,no
43,unknown,single,unknown,no,181,no,no,telephone,28,41,1,-1,0,unknown,no
30,services,single,secondary,no,405,yes,no,cellular,5,103,1,265,2,other,no
33,management,single,tertiary,no,0,no,no,cellular,19,53,4,-1,0,unknown,no
43,blue-collar,married,primary,no,887,yes,no,unknown,14,211,1,-1,0,unknown,no
27,admin.,married,secondary,no,897,no,no,cellular,5,397,1,-1,0,unknown,yes
44,blue-collar,divorced,primary,no,-57,yes,no,cellular,7,234,1,356,2,failure,no
35,unemployed,married,tertiary,no,816,yes,no,cellular,19,547,7,-1,0,unknown,no
52,unemployed,divorced,tertiary,no,0,no,no,unknown,19,297,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,-3,yes,no,unknown,9,92,2,-1,0,unknown,no
55,management,single,tertiary,no,6507,yes,yes,cellular,17,109,1,-1,0,unknown,no
47,technician,single,secondary,no,-239,yes,yes,cellular,7,973,3,-1,0,unknown,yes
38,technician,married,secondary,no,7696,yes,no,cellular,20,386,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,395,yes,yes,cellular,20,339,1,-1,0,unknown,no
35,blue-collar,married,primary,no,624,yes,no,unknown,7,163,1,-1,0,unknown,no
64,management,married,tertiary,no,5112,no,no,telephone,19,898,7,137,11,other,yes
44,blue-collar,divorced,unknown,no,532,no,no,unknown,16,141,2,-1,0,unknown,no
58,retired,married,secondary,no,13,no,no,cellular,7,92,4,-1,0,unknown,no
46,blue-collar,married,primary,no,292,yes,no,cellular,20,386,2,234,4,failure,no
36,services,married,secondary,no,1981,no,no,unknown,17,48,2,-1,0,unknown,no
34,blue-collar,married,primary,no,567,no,yes,cellular,8,241,3,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,no,unknown,3,247,13,-1,0,unknown,no
33,unemployed,married,secondary,no,-12,no,yes,cellular,21,77,2,-1,0,unknown,no
42,entrepreneur,married,primary,no,319,yes,no,telephone,8,17,9,-1,0,unknown,no
39,services,divorced,secondary,no,-718,yes,no,unknown,2,90,4,-1,0,unknown,no
31,admin.,single,secondary,no,862,yes,no,cellular,15,47,2,-1,0,unknown,no
30,self-employed,married,secondary,no,581,yes,no,cellular,21,197,3,-1,0,unknown,no
53,technician,married,primary,no,44,no,no,unknown,6,256,1,-1,0,unknown,no
36,management,divorced,tertiary,no,-252,yes,no,cellular,7,235,2,293,1,other,no
36,self-employed,married,secondary,no,14,yes,yes,cellular,11,210,1,-1,0,unknown,no
36,management,single,tertiary,no,832,yes,no,cellular,20,237,2,-1,0,unknown,no
39,technician,married,secondary,no,375,yes,yes,telephone,17,777,2,-1,0,unknown,no
35,management,single,tertiary,no,1120,no,no,unknown,21,4,1,771,2,success,no
57,blue-collar,married,secondary,no,4597,yes,no,cellular,14,170,4,-1,0,unknown,no
50,blue-collar,married,primary,no,506,yes,no,telephone,7,430,4,-1,0,unknown,no
41,housemaid,married,secondary,no,0,yes,yes,cellular,15,368,4,-1,0,unknown,no
64,retired,married,tertiary,no,2139,no,no,cellular,13,230,1,91,2,failure,no
30,services,single,tertiary,no,136,yes,yes,unknown,16,208,5,-1,0,unknown,no
27,technician,married,unknown,no,811,yes,no,unknown,28,591,2,-1,0,unknown,no
24,admin.,single,secondary,no,99,no,no,cellular,4,56,3,-1,0,unknown,no
44,technician,married,secondary,no,945,yes,no,cellular,4,190,1,-1,0,unknown,no
29,admin.,married,secondary,no,453,yes,no,cellular,17,384,4,-1,0,unknown,no
29,admin.,single,tertiary,no,422,yes,no,cellular,7,103,1,363,1,failure,no
23,services,single,secondary,no,105,yes,yes,unknown,9,305,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,5089,yes,no,cellular,18,30,7,-1,0,unknown,no
30,technician,married,tertiary,no,2166,no,no,cellular,12,316,2,-1,0,unknown,yes
36,services,married,secondary,no,5000,no,no,unknown,16,177,5,-1,0,unknown,no
45,technician,married,secondary,no,1081,yes,no,cellular,17,127,3,-1,0,unknown,no
47,blue-collar,married,secondary,no,2173,yes,no,cellular,30,189,3,344,5,failure,no
54,unknown,married,unknown,no,390,no,no,cellular,20,68,5,-1,0,unknown,no
39,self-employed,married,secondary,yes,-571,no,no,unknown,6,180,2,-1,0,unknown,no
54,management,married,primary,no,3185,yes,yes,cellular,7,187,1,-1,0,unknown,no
27,admin.,single,secondary,no,-242,no,yes,cellular,29,20,21,-1,0,unknown,no
27,blue-collar,married,primary,no,1002,yes,no,unknown,3,583,1,-1,0,unknown,no
39,entrepreneur,married,secondary,no,0,no,no,unknown,20,375,1,-1,0,unknown,no
33,technician,married,secondary,no,95,no,no,cellular,28,26,19,-1,0,unknown,no
36,management,single,tertiary,no,7506,yes,no,cellular,6,839,2,188,1,success,yes
36,technician,married,secondary,no,1109,yes,no,unknown,23,122,5,-1,0,unknown,no
33,management,single,tertiary,no,312,no,no,cellular,11,271,1,369,3,failure,no
38,blue-collar,married,primary,no,406,yes,no,cellular,29,138,1,188,5,failure,no
23,technician,single,tertiary,no,1502,no,no,cellular,12,96,1,-1,0,unknown,no
57,admin.,married,secondary,no,100,no,no,unknown,28,23,16,-1,0,unknown,no
35,blue-collar,married,secondary,no,344,yes,no,unknown,20,11,18,-1,0,unknown,no
60,technician,married,secondary,no,21,no,no,telephone,9,172,4,-1,0,unknown,no
28,management,single,tertiary,yes,1414,yes,no,cellular,8,294,1,521,1,failure,yes
36,technician,married,secondary,no,2473,no,no,cellular,28,965,4,-1,0,unknown,yes
55,retired,divorced,secondary,no,282,yes,no,unknown,5,99,2,-1,0,unknown,no
49,technician,married,unknown,no,1355,yes,no,unknown,18,300,3,-1,0,unknown,no
22,student,single,secondary,no,552,no,no,cellular,1,327,1,-1,0,unknown,yes
38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,1096,4,-1,0,unknown,yes
33,self-employed,married,tertiary,no,576,yes,no,cellular,18,304,3,-1,0,unknown,no
50,blue-collar,married,tertiary,no,1784,no,no,cellular,19,1184,3,160,1,failure,no
28,services,married,secondary,no,72,no,yes,cellular,10,418,4,-1,0,unknown,no
57,management,divorced,tertiary,no,2549,no,no,cellular,17,193,2,-1,0,unknown,no
51,blue-collar,married,primary,no,581,no,no,cellular,25,121,4,-1,0,unknown,no
42,admin.,divorced,secondary,no,-172,yes,yes,unknown,4,179,1,-1,0,unknown,no
41,management,married,tertiary,no,666,yes,no,unknown,21,253,3,-1,0,unknown,no
39,unemployed,married,primary,no,7372,no,no,unknown,9,76,1,-1,0,unknown,no
53,blue-collar,single,secondary,no,156,yes,yes,unknown,7,259,4,-1,0,unknown,no
57,technician,divorced,secondary,no,470,no,no,cellular,5,480,3,-1,0,unknown,yes
46,management,married,tertiary,yes,549,no,no,cellular,21,87,8,-1,0,unknown,no
31,blue-collar,married,secondary,no,489,yes,no,unknown,23,204,4,-1,0,unknown,no
55,blue-collar,married,primary,no,842,no,no,telephone,31,144,2,-1,0,unknown,no
39,technician,married,secondary,no,834,yes,yes,cellular,20,390,1,-1,0,unknown,no
33,technician,single,tertiary,no,3773,no,no,cellular,26,124,4,-1,0,unknown,no
32,management,married,secondary,no,134,yes,yes,cellular,15,532,3,-1,0,unknown,yes
32,blue-collar,single,secondary,no,338,yes,no,unknown,13,73,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,157,yes,no,unknown,20,315,1,-1,0,unknown,no
27,management,married,tertiary,no,312,no,no,telephone,5,251,1,-1,0,unknown,no
44,admin.,married,secondary,no,1305,no,no,cellular,30,72,4,-1,0,unknown,no
57,retired,married,primary,no,0,no,no,cellular,20,340,4,-1,0,unknown,no
32,housemaid,married,primary,no,344,yes,no,unknown,9,85,2,-1,0,unknown,no
38,management,single,tertiary,no,0,no,no,cellular,29,95,2,-1,0,unknown,no
37,technician,married,unknown,no,88,yes,yes,cellular,8,66,1,308,2,failure,no
67,technician,married,secondary,no,0,no,no,cellular,13,1152,2,188,1,success,no
32,admin.,single,secondary,no,92,yes,no,cellular,18,110,1,315,2,failure,no
39,services,married,secondary,no,87,no,no,cellular,8,114,1,-1,0,unknown,no
54,blue-collar,married,primary,no,1849,no,no,cellular,12,127,4,-1,0,unknown,no
28,blue-collar,married,secondary,no,4287,no,no,cellular,30,171,1,-1,0,unknown,no
35,blue-collar,single,unknown,no,871,yes,no,unknown,6,216,3,-1,0,unknown,no
25,services,married,secondary,no,10,yes,no,cellular,7,51,1,294,1,failure,no
47,management,divorced,tertiary,no,-363,yes,yes,unknown,27,513,1,-1,0,unknown,no
27,management,single,tertiary,no,1720,no,no,cellular,3,284,2,273,1,failure,yes
31,technician,married,tertiary,no,3338,yes,no,cellular,24,122,2,185,2,success,no
30,management,single,tertiary,no,61,yes,no,telephone,5,36,7,165,5,other,no
54,services,married,secondary,no,88,yes,no,unknown,13,190,1,-1,0,unknown,no
31,management,single,tertiary,no,2590,no,no,cellular,23,103,2,484,2,other,no
31,services,married,secondary,no,-327,yes,no,unknown,28,408,1,-1,0,unknown,no
41,technician,married,secondary,no,634,no,no,cellular,7,122,2,-1,0,unknown,no
52,management,married,tertiary,no,994,no,no,cellular,8,127,1,370,4,failure,no
52,entrepreneur,married,primary,no,-104,no,yes,cellular,10,124,1,-1,0,unknown,no
53,blue-collar,married,primary,no,273,yes,no,cellular,18,248,1,279,2,failure,no
48,management,married,tertiary,yes,-4,no,no,cellular,5,97,1,-1,0,unknown,no
28,services,married,secondary,no,20,yes,yes,unknown,8,252,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,328,yes,yes,cellular,21,18,7,-1,0,unknown,no
32,blue-collar,married,primary,no,827,yes,no,unknown,23,230,2,-1,0,unknown,no
30,management,single,tertiary,no,147,no,no,cellular,1,153,1,-1,0,unknown,no
55,management,married,tertiary,no,505,yes,no,cellular,17,58,1,316,1,other,no
37,management,married,unknown,yes,62,yes,no,cellular,31,85,4,-1,0,unknown,no
27,self-employed,married,tertiary,no,607,yes,no,cellular,23,123,3,-1,0,unknown,no
49,management,single,tertiary,no,7443,no,no,telephone,20,35,2,-1,0,unknown,no
47,admin.,married,secondary,no,1387,yes,no,cellular,14,158,1,826,1,failure,no
60,management,married,tertiary,no,73,no,no,telephone,8,243,2,-1,0,unknown,yes
40,blue-collar,married,secondary,no,1708,yes,no,cellular,19,382,2,174,1,other,no
54,technician,divorced,secondary,no,-11,yes,no,cellular,12,168,4,-1,0,unknown,no
32,management,divorced,tertiary,no,5306,yes,no,unknown,20,201,1,-1,0,unknown,no
33,management,married,tertiary,no,516,yes,no,cellular,19,245,4,-1,0,unknown,no
35,blue-collar,divorced,primary,no,1077,yes,no,cellular,12,25,6,-1,0,unknown,no
36,technician,divorced,secondary,no,19,yes,yes,unknown,26,109,1,-1,0,unknown,no
52,entrepreneur,married,secondary,no,0,no,yes,cellular,20,199,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,1912,yes,no,telephone,17,42,1,-1,0,unknown,no
67,retired,divorced,secondary,no,704,no,no,cellular,6,613,1,87,3,success,yes
51,technician,married,secondary,no,220,yes,no,unknown,7,421,2,-1,0,unknown,no
33,services,single,secondary,no,772,yes,no,cellular,29,323,2,259,3,success,no
37,services,single,secondary,no,62,yes,no,cellular,28,252,2,268,2,failure,no
43,management,single,secondary,yes,-1164,yes,yes,cellular,18,76,4,-1,0,unknown,no
31,blue-collar,married,primary,no,554,yes,no,cellular,14,317,1,352,5,failure,no
50,admin.,single,secondary,no,1318,no,yes,unknown,24,146,3,-1,0,unknown,no
36,technician,single,tertiary,no,391,yes,no,cellular,15,185,1,350,8,failure,no
38,blue-collar,married,secondary,no,2978,yes,no,cellular,29,44,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,3715,no,no,cellular,12,171,2,182,4,other,yes
60,management,married,tertiary,no,553,yes,no,cellular,2,343,1,210,3,success,no
39,blue-collar,single,secondary,no,0,no,no,cellular,22,864,4,-1,0,unknown,yes
55,technician,divorced,secondary,no,35,yes,no,cellular,20,126,4,-1,0,unknown,no
34,management,married,tertiary,no,1601,yes,no,unknown,8,650,2,-1,0,unknown,no
33,blue-collar,married,primary,no,2861,yes,no,cellular,20,128,3,-1,0,unknown,no
32,admin.,married,secondary,no,-458,no,no,unknown,27,143,1,-1,0,unknown,no
50,admin.,married,secondary,no,335,yes,no,cellular,20,166,4,-1,0,unknown,no
53,blue-collar,married,secondary,no,0,no,yes,telephone,15,152,4,-1,0,unknown,no
54,blue-collar,married,primary,no,1390,no,no,telephone,29,647,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,818,no,no,cellular,9,226,2,-1,0,unknown,no
30,technician,single,tertiary,no,1,no,no,cellular,20,88,2,-1,0,unknown,no
48,management,married,secondary,no,4415,yes,no,cellular,8,148,6,-1,0,unknown,no
30,technician,married,tertiary,no,101,yes,yes,cellular,7,187,3,-1,0,unknown,no
34,management,single,tertiary,no,3679,yes,no,cellular,21,146,1,101,1,failure,no
53,blue-collar,married,unknown,no,593,no,no,telephone,6,137,1,-1,0,unknown,no
24,student,single,tertiary,no,235,no,no,cellular,9,118,1,-1,0,unknown,yes
86,retired,divorced,primary,no,0,no,no,telephone,26,189,1,-1,0,unknown,yes
43,blue-collar,married,secondary,no,30,no,no,cellular,14,60,5,371,2,failure,no
58,retired,married,secondary,no,19,no,yes,cellular,15,106,3,-1,0,unknown,no
46,blue-collar,divorced,secondary,no,1480,yes,no,unknown,15,257,1,-1,0,unknown,no
55,retired,married,secondary,no,1,yes,no,telephone,7,79,2,360,6,other,no
35,management,married,tertiary,no,-468,yes,no,cellular,30,540,8,-1,0,unknown,yes
48,blue-collar,single,secondary,no,44,yes,no,unknown,6,153,1,-1,0,unknown,no
43,technician,married,secondary,no,227,yes,yes,cellular,19,124,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,725,yes,no,cellular,20,57,3,325,1,other,no
42,technician,single,secondary,no,-853,yes,no,cellular,11,189,1,-1,0,unknown,no
33,technician,single,secondary,no,105,yes,no,unknown,5,262,2,-1,0,unknown,no
58,retired,married,secondary,no,919,yes,yes,cellular,30,329,2,346,2,failure,no
31,services,married,secondary,no,2050,yes,no,cellular,18,271,5,-1,0,unknown,no
30,management,married,tertiary,no,357,yes,no,cellular,8,78,2,289,2,other,no
49,entrepreneur,married,secondary,no,348,yes,no,unknown,14,139,2,-1,0,unknown,no
50,management,single,tertiary,no,567,yes,no,cellular,29,50,1,258,8,failure,no
27,technician,married,secondary,no,876,yes,no,cellular,18,268,1,355,1,failure,no
36,self-employed,married,secondary,no,611,no,no,cellular,11,126,2,-1,0,unknown,no
27,management,single,tertiary,no,321,yes,no,cellular,13,173,2,307,1,other,no
58,self-employed,married,tertiary,no,1636,no,no,cellular,15,187,1,-1,0,unknown,no
23,services,married,primary,no,523,yes,yes,unknown,19,249,2,-1,0,unknown,no
42,blue-collar,married,primary,no,505,yes,no,unknown,14,521,2,-1,0,unknown,no
42,management,married,tertiary,no,255,yes,yes,unknown,3,238,2,-1,0,unknown,no
47,blue-collar,married,primary,no,214,yes,yes,unknown,9,168,1,-1,0,unknown,no
40,technician,married,tertiary,no,602,yes,no,cellular,15,145,4,360,7,failure,no
38,student,divorced,tertiary,no,2946,no,no,cellular,16,605,3,-1,0,unknown,yes
30,services,single,secondary,no,-97,yes,no,unknown,4,126,2,-1,0,unknown,no
47,admin.,divorced,secondary,no,-407,yes,no,unknown,27,46,1,-1,0,unknown,no
69,housemaid,single,unknown,no,2493,no,no,cellular,13,368,1,-1,0,unknown,no
43,technician,married,tertiary,no,5145,no,no,cellular,7,51,7,-1,0,unknown,no
39,services,single,secondary,no,600,no,no,cellular,7,277,1,-1,0,unknown,no
57,retired,married,secondary,no,191,no,no,cellular,14,127,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,-17,yes,no,unknown,20,7,1,-1,0,unknown,no
44,blue-collar,married,primary,no,-315,yes,no,unknown,23,90,3,-1,0,unknown,no
39,unemployed,married,secondary,no,0,yes,no,unknown,3,73,1,-1,0,unknown,no
55,technician,married,secondary,no,741,yes,no,unknown,15,973,2,-1,0,unknown,no
40,self-employed,married,primary,no,771,yes,no,unknown,14,166,1,-1,0,unknown,no
45,entrepreneur,married,primary,no,5315,yes,yes,cellular,15,262,2,-1,0,unknown,no
55,management,single,tertiary,no,-350,no,no,telephone,3,87,4,6,1,other,no
30,management,married,tertiary,no,134,yes,no,unknown,19,70,1,-1,0,unknown,no
56,self-employed,married,primary,no,-34,yes,yes,unknown,5,212,2,-1,0,unknown,no
31,services,single,secondary,no,-779,yes,no,unknown,28,198,2,-1,0,unknown,no
34,technician,married,secondary,no,945,yes,yes,cellular,24,181,1,-1,0,unknown,no
59,management,divorced,tertiary,no,893,yes,no,cellular,16,206,4,-1,0,unknown,no
30,unemployed,married,primary,no,1787,no,no,cellular,19,79,1,-1,0,unknown,no
53,management,divorced,tertiary,no,26306,yes,no,cellular,19,67,3,-1,0,unknown,no
44,management,married,tertiary,no,7485,no,no,cellular,5,187,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,602,yes,no,cellular,13,201,1,-1,0,unknown,no
48,technician,single,secondary,no,469,no,yes,cellular,9,313,1,-1,0,unknown,no
44,technician,divorced,secondary,no,-865,yes,no,cellular,20,334,1,-1,0,unknown,no
52,management,married,tertiary,no,163,no,no,cellular,28,638,6,-1,0,unknown,no
47,entrepreneur,married,tertiary,no,8118,no,no,cellular,3,326,3,-1,0,unknown,no
33,blue-collar,single,primary,no,599,yes,no,unknown,21,29,1,-1,0,unknown,no
47,services,married,secondary,no,837,yes,yes,unknown,16,136,1,-1,0,unknown,no
34,self-employed,single,tertiary,no,36,no,no,telephone,28,55,1,-1,0,unknown,no
28,management,single,tertiary,no,682,yes,no,cellular,7,79,1,-1,0,unknown,no
35,services,divorced,secondary,no,6,no,no,cellular,2,111,1,-1,0,unknown,no
53,blue-collar,single,unknown,no,160,yes,no,cellular,7,589,2,-1,0,unknown,no
27,unemployed,single,tertiary,no,-446,yes,no,unknown,26,120,1,-1,0,unknown,no
32,services,single,secondary,no,-408,yes,no,unknown,23,253,2,-1,0,unknown,no
52,admin.,single,secondary,no,1964,no,yes,unknown,28,332,1,-1,0,unknown,no
32,admin.,single,secondary,no,299,yes,no,cellular,20,177,2,348,2,failure,no
39,student,single,tertiary,no,2103,no,no,cellular,2,588,1,-1,0,unknown,yes
50,unemployed,married,primary,no,705,no,no,unknown,5,504,1,-1,0,unknown,yes
39,entrepreneur,married,secondary,no,0,no,no,cellular,21,108,7,-1,0,unknown,no
43,services,divorced,secondary,no,5571,no,no,unknown,9,149,1,-1,0,unknown,no
31,services,married,secondary,no,25,yes,yes,unknown,5,172,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,3605,yes,no,cellular,20,308,1,-1,0,unknown,no
28,blue-collar,single,tertiary,no,1984,yes,no,cellular,10,89,1,98,3,failure,no
42,admin.,married,primary,no,1547,yes,yes,unknown,27,272,3,-1,0,unknown,no
37,management,married,tertiary,no,3288,no,no,cellular,8,124,2,-1,0,unknown,no
41,technician,divorced,secondary,no,475,yes,no,cellular,28,49,7,-1,0,unknown,no
38,blue-collar,married,secondary,no,1005,no,no,unknown,20,76,12,-1,0,unknown,no
56,admin.,divorced,secondary,no,3337,yes,no,telephone,17,99,3,-1,0,unknown,no
42,admin.,divorced,secondary,no,490,yes,no,cellular,8,212,1,97,5,other,no
49,self-employed,married,secondary,no,1683,no,no,cellular,29,61,4,-1,0,unknown,no
35,technician,married,secondary,no,0,yes,no,cellular,6,139,1,-1,0,unknown,no
53,technician,divorced,secondary,no,522,yes,no,unknown,14,230,1,-1,0,unknown,no
41,admin.,married,primary,no,1316,yes,no,cellular,30,127,3,-1,0,unknown,no
38,technician,married,tertiary,no,0,no,no,cellular,22,82,6,-1,0,unknown,no
33,management,single,tertiary,no,1345,yes,no,cellular,29,257,1,262,3,failure,no
38,unemployed,married,primary,no,890,yes,no,cellular,5,43,2,-1,0,unknown,no
52,blue-collar,married,primary,no,273,yes,no,cellular,12,128,2,-1,0,unknown,no
40,management,married,tertiary,no,1217,yes,yes,cellular,18,155,1,-1,0,unknown,no
57,retired,married,primary,no,-12,no,yes,cellular,12,80,8,-1,0,unknown,no
52,management,married,tertiary,no,1339,yes,no,cellular,22,343,5,-1,0,unknown,no
55,technician,divorced,tertiary,no,2298,yes,no,cellular,29,66,1,-1,0,unknown,no
44,entrepreneur,married,primary,no,58,yes,no,unknown,7,113,3,-1,0,unknown,no
28,blue-collar,married,primary,no,115,yes,no,unknown,28,78,4,-1,0,unknown,no
53,management,married,tertiary,no,15,no,no,cellular,20,921,2,-1,0,unknown,yes
43,admin.,single,secondary,no,733,yes,no,cellular,25,282,1,187,3,success,yes
31,self-employed,single,tertiary,no,8460,no,no,cellular,20,68,1,-1,0,unknown,no
30,management,single,tertiary,no,414,no,no,cellular,18,635,5,-1,0,unknown,no
59,retired,married,primary,no,143,yes,no,unknown,19,11,1,-1,0,unknown,no
57,retired,married,secondary,no,712,yes,yes,unknown,19,824,1,-1,0,unknown,no
57,retired,married,secondary,no,209,no,no,cellular,14,56,4,-1,0,unknown,no
26,admin.,single,tertiary,no,760,yes,no,cellular,4,456,2,281,5,success,yes
